Name of Product,NSQ Result,Manufactured By,Reporting Source,Reporting by Lab/State,Batch No,Manufacturing Date,Expiry Date,Reporting Month & Year,Source
"Ambroxol Hydrochloride, Levosalbutamol & Guaiphenesin Drops",The sample does not conform to the claim with respect to Assay.,"Digital Vision, 176, Mauza Ogli, Nahan Road, Kala-Amb, Distt. Sirmour (H.P.)-173030. Mfd For : M/s Acoowell Pharma Pvt. Ltd., Nagar Suketi Road, Kala Amb, Distt. Sirmour-173030 (H.P.)",State Lab,DTL Jaipur,GLF0712B,7/1/2025,6/1/2027,Apr-2026,https://cdsco.gov.in/opencms/opencms/en/Notifications/nsq-drugs/
Methylprednisolone Tablets IP 4mg,The sample does not conform to the IP with respect to in Assay & Dissolution of Methylprednisolone.,"United Bioceuticals Pvt. Ltd., Plot No. 33 C, Industrial Park-IV, Begumpur, Haridwar-249402, Uttarakhand.",State Lab,DTL Jaipur,T252005,7/1/2025,6/1/2027,Apr-2026,https://cdsco.gov.in/opencms/opencms/en/Notifications/nsq-drugs/
Dextromethorphan Hbr & Chlorphenramine Maleate Syrup,The sample does not conform to the claim with respect to Assay of Chlorpheniramine Maleate.,"Taksa Lifesciences Pvt. Ltd., E-47, Industrial Area, Focal Point, Derabassi, Distt. Mohali (PB) Pin Code 140507",State Lab,DTL Jaipur,TLLM-188,12/1/2024,11/1/2026,Apr-2026,https://cdsco.gov.in/opencms/opencms/en/Notifications/nsq-drugs/
Cefuroxime Axetil Tablets IP,The sample does not conform to the IP with respect to Assay.,"VADSP PHARMACEUTICALS, Plot No.: 124, E.P.I.P. Ind. Area Phase-1, Jharmajri, Baddi (H.P.) 174103.",State Lab,DTL Jaipur,VT252942,3/1/2026,2/1/2028,Apr-2026,https://cdsco.gov.in/opencms/opencms/en/Notifications/nsq-drugs/
Ciprofloxacin Tablets I.P. 500 mg,The sample does not conform to the IP with respect to Assay and Dissolution of Ciprofloxacin Hydrochloride Equivalent to Ciprofloxacin.,"Omega Pharma, Khasra No.-482, Village-Saliyar, Roorkee- 247667, Distt. Haridwar (Uttarakhand)",State Lab,DTL Jaipur,GT50135,5/1/2025,4/1/2028,Apr-2026,https://cdsco.gov.in/opencms/opencms/en/Notifications/nsq-drugs/
Coral Calcium & Vitamin D3 Tablets,The sample does not conform to the claim with respect to Assay of Vitamin D3 (Nil).,"Maskon Life Sciences Pvt. Ltd., Kh. No. 69 &70, Khatakheri, Bhagwanpur, Roorkee (U.K.) India",State Lab,DTL Jaipur,MLS-251719,2/1/2026,1/1/2028,Apr-2026,https://cdsco.gov.in/opencms/opencms/en/Notifications/nsq-drugs/
Amoxycillin Potassium Clavulanate & Lactic Acid Bacillus Tablets,The sample does not conform to the claim as it does not contain Clavulanic Acid (Nil).,"VADSP PHARMACEUTICALS, Plot No.: 124, E.P.I.P. Ind. Area Phase-1, Jharmajri, Baddi (H.P.) 174103.",State Lab,DTL Jaipur,VT252296,12/1/2025,5/1/2027,Apr-2026,https://cdsco.gov.in/opencms/opencms/en/Notifications/nsq-drugs/
Povidone-Iodine Solution IP (10%),Assay for available Iodine does not complies as per IP 2022 monograph.,"Rsons Medikits India 5-5-35/275/2, 1st Floor, Shaktipuram, I.E. Kukatpally, Hyderabad - 500072 Telangana.",State Lab,"State Lab, DCL, Telangana",RSPI25091B,9/1/2025,8/1/2027,Apr-2026,https://cdsco.gov.in/opencms/opencms/en/Notifications/nsq-drugs/
Azithromycin Oral Suspension 100 ml,The sample does not meets the Specification wrt. Assay of Azithromycin as per STP.,"HYT Formulations 1st 2nd & rd Floors Room, 7-17/28, Satyanarayanapuram, Parvathapur, Medipally, Hyderabad - 50009 Telangana.",State Lab,"State Lab, DCL, Telangana",25243,7/1/2025,6/1/2027,Apr-2026,https://cdsco.gov.in/opencms/opencms/en/Notifications/nsq-drugs/
Rosuvastatin with Fenofibrate Tablets,MISBRANDED DRUG In the composition the label should be mentioned as Rosuvastatin and Fenofibrate tablets IP. But the label is mentioned as only Rosuvastatin and Fenofibrate tablets. Hence it is Misbranded drug as per section 17 of Drugs and Cosmetics Act 1940.,"Life Line Pharma 188/1, Iyyanar Koil Road, Mettupalayam, Puducherry - 605009. Puducherry.605009",State Lab,"State Lab, DCL, Telangana",RDF-2504,6/1/2025,6/1/2027,Apr-2026,https://cdsco.gov.in/opencms/opencms/en/Notifications/nsq-drugs/
Pantoprazole Gastro ? Resistant & Domperidone Prolonged ? Release Capsules IP,The sample does not conform to Standard Quality in respect of the tests for Dissolution in Buffer stage performed.,"Keylink Global Exim Pvt. Ltd., K.H. No. 111/143, Vill. Dhermajra, Tehsil, Nalagarh, Distt. Solan (H.P.) ? 174101.",State Lab,"SDTL, Tripura",KC25G002,7/1/2025,6/1/2027,Apr-2026,https://cdsco.gov.in/opencms/opencms/en/Notifications/nsq-drugs/
Amoxycillin and Potassium Clavulanate Tablets IP,The sample does not conform to standard in respect of the test for Dissolution of Amoxycillin performed.,"Sun Pharmaceuticals Ind. Ltd., Acme Plaza, Andheri ? Kurla Road, Andheri (E) , Mumbai ? 400059.",State Lab,"SDTL, Tripura",BYC0043,8/1/2025,1/1/2027,Apr-2026,https://cdsco.gov.in/opencms/opencms/en/Notifications/nsq-drugs/
Amoxycillin and Potassium Clavulanate Tablets IP,The sample does not conform to standard quality in respect of the test for ?Dissolution of Amoxycillin and Assay for Clavulanic Acid performed.,"Alkem Health Science, A unit of Alkem Laboratories Limited, Unit-2, Samardung, Karek Block, P.O.: Namthang, Distt. Namchi, Sikkim - 737137.",State Lab,"SDTL, Tripura",25442306,6/1/2025,11/1/2026,Apr-2026,https://cdsco.gov.in/opencms/opencms/en/Notifications/nsq-drugs/
Amoxycillin and Potassium Clavulanate Tablets IP,The sample does not conform to standard in respect of the test for Dissolution of Amoxycillin performed.,"Finecure Pharmaceuticals Ltd., Plot No. C14+C15+C16/1, Arvind Megapark, Vasna Chacharwadi, Taluka:Sanand, Ahmedabad.",State Lab,"SDTL, Tripura",CF10077,3/1/2025,8/1/2026,Apr-2026,https://cdsco.gov.in/opencms/opencms/en/Notifications/nsq-drugs/
INFUSION SET,The sample does not conform to manufacturer specification and ISO 8536-4 with respect to sterility.,"Romsons Group Pvt. Ltd.,Plant-2, C-1 & C-2, Foundry Nagar, Agra-282006 (U.P.) INDIA",CDSCO Labs,"CDL, Kolkata",G25I020339,9/1/2025,8/1/2030,Apr-2026,https://cdsco.gov.in/opencms/opencms/en/Notifications/nsq-drugs/
"Rolled Bandage, Schedule F (II)","The sample does not complies for test parameyters1. Length 2,Width 3. Warp and 4.Weight in Grams/Sq.Met","Karunamoorthy Surigcals Ayyanapuram, Chatrapatti - 626 102 Tamil Nadu.",State Lab,"State Lab, DCL, Telangana",26,4/1/2025,4/1/2028,Apr-2026,https://cdsco.gov.in/opencms/opencms/en/Notifications/nsq-drugs/
Absorbent Cotton Wool I.P,The sample is not of standard quality for the reason stated under Description,"Jind Surgicals 24-27, HSIIDC Industrial Area, New Hansi Road, Jind-126102, Haryana",State Lab,"RDTL,Guwahati",2085,3/1/2025,2/1/2027,Apr-2026,https://cdsco.gov.in/opencms/opencms/en/Notifications/nsq-drugs/
Absorbent Gauze IS 758,The sample does not complies for test parameters 1. Threads per dm 2.Length 3. Width and 4.Weight In Gm/Sq.Met.,"Sri Vishnuram Company 759/15, Balasubramaniapuram Street, Post Box NO. 30, Chatrapatti - 626 102. Tamil Nadu.",State Lab,"State Lab, DCL, Telangana",183,8/1/2025,7/1/2028,Apr-2026,https://cdsco.gov.in/opencms/opencms/en/Notifications/nsq-drugs/
Liquid Paraffin IP 100 ml,The sample fails the test Light Absorption as per IP,"Repacked by- Medi Smith Pharma Lab, #20A 1st Phase, KIADB, Mysore Road, Kumbalagodu, Bangalore- 560074",State Lab,DTL Thiruvananthapuram,208,12/1/2025,5/1/2028,Apr-2026,https://cdsco.gov.in/opencms/opencms/en/Notifications/nsq-drugs/
Mehandi Cone,The Sample does not conform to claim as per IS 17318:2020 in respect to the Test of Total viable count.,"PUSHP HENNA PVT. LTD., Regd. Office : Nr. Kushal Krishi Farm, Sojat Road Marg, Sojat City?306104 (Raj.) India",State Lab,RDTL Chandigarh,PMC1744,12/1/2025,11/1/2026,Apr-2026,https://cdsco.gov.in/opencms/opencms/en/Notifications/nsq-drugs/
Activated Teeth Whitening Powder with Charcoal,Total Microbial Count & Total Yeast and Mould Count,"Dentiglow, Surat-395006",State Lab,"FDL, Vadodara",DC5092,11/1/2024,10/1/2026,Apr-2026,https://cdsco.gov.in/opencms/opencms/en/Notifications/nsq-drugs/
ALPC Wellness Rosemary Water for thick Hair,Total Microbial Count,"ALPC, Surat",State Lab,"FDL, Vadodara",AR5112,11/1/2024,10/1/2026,Apr-2026,https://cdsco.gov.in/opencms/opencms/en/Notifications/nsq-drugs/
Prem Dulhan Fast Colour Cone (For Fast & Dark Colour),The sample fails to comply in respect of labelling as per cosmetic Act.,"Prem Green Pvt. Ltd., Khasra No. 678/12, Siryari Road, Vill. Vopari, Tehsil- Marwar Junction, District-Pali (Raj)-306023.",State Lab,DTL Bhopal,PD07A,7/1/2025,6/1/2026,Apr-2026,https://cdsco.gov.in/opencms/opencms/en/Notifications/nsq-drugs/
Iron Sucrose Injection USP,The sample does not conform to U.S.P with respect to test for pH and Alkalinity,"Marc Laboratories Ltd. Unit-III,Plot No. 107 & 112, H.P.S.I.D.C., Baddi, Distt. Solan (H.P.)",CDSCO Labs,"CDL, Kolkata",MFS-124,11/1/2025,10/1/2027,May-2026,https://cdsco.gov.in/opencms/opencms/en/Notifications/nsq-drugs/
Swabs Sterile,"The sample does not conform to B.P.C. with respect to thread per stated length, weight per unit area, surface active substance and sulphated ash","Pearsons Healthcare Products,5-A, Muraripuram, Meerut City- 250 002, (U.P.)",CDSCO Labs,"CDL, Kolkata",14,5/1/2025,4/1/2028,May-2026,https://cdsco.gov.in/opencms/opencms/en/Notifications/nsq-drugs/
Amoxycillin and Potassium Clavulanate Tablets IP,The sample does not conform to IP with respect to the test for 'Identification' and 'Assay' of 'Amoxycillin' and 'Clavulanic Acid',"Medreich Limited,Survey No. 14 & 15, Vision Gundarahalli Village, Sulibele Hobli, Hoskote Taluk, Bangaluru Rural District - 562 114",CDSCO Labs,"CDL, Kolkata",825D167,6/1/2025,11/1/2026,May-2026,https://cdsco.gov.in/opencms/opencms/en/Notifications/nsq-drugs/
Cotton Bandage (Non Sterile),"The sample does not conform to claim as per Schedule F-(II) with respect to test for Threads per dm, Weight In Gm/sq.m, Length and Fluorescence","Sapna Bunkar Hath Kargha Sahkari Samiti Ltd.B-12(D), Malviya Industrial Area, Jaipur",CDSCO Labs,"CDL, Kolkata",943,5/1/2025,4/1/2027,May-2026,https://cdsco.gov.in/opencms/opencms/en/Notifications/nsq-drugs/
"Paracetamol, Phenylephrine HCL, Caffeine and Disphenhydramine HCL Tablets",The sample fails in the Test for Description and Disintegration,"Ultra Drugs Pvt. Ltd. (Unit-II) HS No. 211, K. No. 77/1, 78/1 Vill. Katha, Baddi, Distt. Solan (H.P.) 173205",State Lab,MDTL Kathua,UT-250656D,5/1/2025,4/1/2027,May-2026,https://cdsco.gov.in/opencms/opencms/en/Notifications/nsq-drugs/
Aceclofenac and Thiocolchicoside Tablets,The sample does not conform to IP 2022 requirements w.r.t Assay of Thiocolchicoside,"VADSP Pharmaceuticals,, Plot No.: 124, E.P.I.P. Ind. Area Phase-1, Jharmajri, Baddi (H.P.) 174103. Mfd for : M/s IQMED Healthcare, Smridhi Enclave, Basement Floor, Unit A 479, Katewa Nagar, New Sanganer Road, Jaipur-302019.",State Lab,"DTL,Dalgate Srinagar kashmir.",VT251855,11/1/2025,10/1/2027,May-2026,https://cdsco.gov.in/opencms/opencms/en/Notifications/nsq-drugs/
Amoxycillin and Potassium Clavulanate & Lactic Acid Bacillus Tablets,The sample does not conform to claim with respect to Assay of Lactic Acid Bacillus,"JMM Formulation Pvt. Ltd.,Village Khari, Mouza-Ogli, Suketi Road, Kala amb Tehsil: Nahan, Distt. Sirmour, H.P. 173030, India",CDSCO Labs,"CDL, Kolkata",JMT-2511010,11/1/2025,4/1/2027,May-2026,https://cdsco.gov.in/opencms/opencms/en/Notifications/nsq-drugs/
Rabeprazole Sodium Injection IP,"The sample does not conform to I.P with respect to the tests of Particulate matter, Clarity of Solution, Uniformity of weight and for the reason stated under Description","Martin And Brown Bio-Sciences Pvt.Ltd.,K.No. 918/419, Malkumajra, Nalagarh Road, Baddi, Distt. Solan (H.P) 173205",CDSCO Labs,"CDL, Kolkata",MD25C11,3/1/2025,2/1/2027,May-2026,https://cdsco.gov.in/opencms/opencms/en/Notifications/nsq-drugs/
Rosuvastatin Tablets IP 20 mg,The sample does not conform to I.P with respect to the test for Related substances,"Wings Biotech LLP,43 and 44, HPSIDC, Industrial Area, Baddi-173205 (H.P)",CDSCO Labs,"CDL, Kolkata",RVST-1040,11/1/2025,10/1/2027,May-2026,https://cdsco.gov.in/opencms/opencms/en/Notifications/nsq-drugs/
TELMISARTAN TAB I.P. 40 MG.,The sample does not conform to I.P.,"Helax Healthcare Pvt. Ltd., Khasra No. 410, Vill. Karondi, Deradun Rd, Roorkee, Haridwar, Uttarakhand-247 667.",State Lab,"SDTL, Kolkata, West Bengal.",GT-25044,5/1/2025,4/1/2027,May-2026,https://cdsco.gov.in/opencms/opencms/en/Notifications/nsq-drugs/
Gabapentin Tablets IP 300 mg,The sample does not conform to IP 2022 requirements w.r.t Dissolution Test,"Spen Formulations Pvt.Ltd. Plot No 123.Industrail Area,Mehatpur,Distt.UNA-174315(HP)",State Lab,"DTL,Dalgate Srinagar kashmir.",TSF-DO897,5/1/2025,4/1/2027,May-2026,https://cdsco.gov.in/opencms/opencms/en/Notifications/nsq-drugs/
Bisacodyl Gastro Resistant Tablets IP,The sample does not conform to IP 2022 requirements w.r.t Dissolution Test,"Scott-Edil Pharmacia Ltd,Unit -II,Plot No 21-22,EPIP,Phase -I,Jharmajri Baddi,Solan -173205(HP) India.",State Lab,"DTL,Dalgate Srinagar kashmir.",2518853T001,1/1/2025,12/1/2027,May-2026,https://cdsco.gov.in/opencms/opencms/en/Notifications/nsq-drugs/
Diclofenac Sodium Injection,The sample does not conform to IP 2022 requirements w.r.t pH,"Affy Parenterals Vill Gulerwa;la ,P.o Baddi ,Distt Solan 173205(H.P)",State Lab,"DTL,Dalgate Srinagar kashmir.",PGY25252,4/1/2025,3/1/2027,May-2026,https://cdsco.gov.in/opencms/opencms/en/Notifications/nsq-drugs/
Rabeprazole sodium IP 40mg,The sample does not conform to IP 2022 requirements w.r.t Dissolution Test,"Cadila pharmaceuticlas Limited ,Industrail Growth Center,SIDCO,samba-184121,State of J and K.",State Lab,"DTL,Dalgate Srinagar kashmir.",JKFP25002,10/1/2025,9/1/2027,May-2026,https://cdsco.gov.in/opencms/opencms/en/Notifications/nsq-drugs/
Sodium Picosulphate Oral Solution BP,The sample does not conform to IP 2022 requirements w.r.t Assay,"Leeford Healthcare Ltd at Plot No 888B,EPIP,Phase II,Village thana Baddi,Distt Soaln H.P.173205",State Lab,"DTL,Dalgate Srinagar kashmir.",EFLH-25016,3/1/2025,2/1/2027,May-2026,https://cdsco.gov.in/opencms/opencms/en/Notifications/nsq-drugs/
"Dextromethorphan Hydrobromide,Ambroxol Hydrochloride,Chlorpheniramine Maleate , Phenylephrine Hydrochloride & Menthol Syrup","The sample does not conform to claim with respect to Assay of Phenylephrine Hydrochloride, Ambroxol Hydrochloride and Menthol","Crest Lifesciences Pvt. Ltd.,Plot No. 127-128, EPIP Phase-I, Jharmajri, Tehsil Baddi, Distt. Solan (Himachal Pradesh) 174103",CDSCO Labs,"CDL, Kolkata",CLRA4004,12/1/2024,11/1/2026,May-2026,https://cdsco.gov.in/opencms/opencms/en/Notifications/nsq-drugs/
Aceclofenac (SR) & Rabeprazole Sodium (EC) Capsules,The sample does not conform to Manufacturer's Specification with respect to the test of Dissolution of Rabeprazole Sodium in buffer stage,"Saphnix Life Sciences,Village-Barotiwala, Paonta Sahib, Distt. Sirmour, Himachal Pradesh-173025",CDSCO Labs,"CDL, Kolkata",YC337A,7/1/2025,6/1/2027,May-2026,https://cdsco.gov.in/opencms/opencms/en/Notifications/nsq-drugs/
Roller Bandage cloth (Non sterile),"The sample does not conform to the Schedule F(II) with respect to threads per dm (weft), length and foreign matter","Lifecare Surgicals ,Plot No 169, Industrial Park, Nuzvid-521201, Krishna District, Andhra Pradesh",CDSCO Labs,"CDL, Kolkata",RBC-10/16,8/1/2024,8/1/2027,May-2026,https://cdsco.gov.in/opencms/opencms/en/Notifications/nsq-drugs/
Pregabalin & Nortriptyline Tablets,The sample does not conform to Manufacturer's Specification with respect to Assay of Pregabalin,"Sahika Pharmaceuticals Pvt. Ltd.,Unit-Mauja Rampur Jattan, Trilokpur Road, Kala Amb Industrial Area, Sirmour, (H.P.) 173030.",CDSCO Labs,"CDL, Kolkata",ST25417C,11/1/2025,10/1/2027,May-2026,https://cdsco.gov.in/opencms/opencms/en/Notifications/nsq-drugs/
Ferric Carboxymaltose Injection 50 mg/ml,The sample does not conform to Manufacturer's specification with respect to test for Bacterial endotoxins,"Maan Pharmaceuticals Ltd,Plot-1, G.I.D.C., Phase-II, Modhera Road, Mehsana-384002, Gujarat India",CDSCO Labs,"CDL, Kolkata",RC25001,9/1/2025,8/1/2027,May-2026,https://cdsco.gov.in/opencms/opencms/en/Notifications/nsq-drugs/
Triamcinolone Acetonide Injection IP,The sample does not conform to IP with respect to test for Sterility,"NDB Healthcare,Vill. Lower Ambota, Sec-5, Parwanoo, Distt. Solan (H.P.)-173220",CDSCO Labs,"CDL, Kolkata",NB02I065b,2/1/2025,1/1/2027,May-2026,https://cdsco.gov.in/opencms/opencms/en/Notifications/nsq-drugs/
Heparin Sodium Injection IP 5000 IU/ml,The sample does not conform to I.P. with respect to the Assay of Heparin (Anti-factor IIa activity),"Nandani Medical Laboratories Pvt. Ltd.,221/5, Bicholi Hapsi, Kanadia Road, Indore-452016 M.P",CDSCO Labs,"CDL, Kolkata",HSV22406,11/1/2024,10/1/2026,May-2026,https://cdsco.gov.in/opencms/opencms/en/Notifications/nsq-drugs/
Cefixime Dispersible Tablets IP,"The sample does not conform to IP with respect to the tests for Uniformity of dispersion, Dissolution and Assay of Cefixime Trihydrate Eq. to Anhydrous Cefixime'","Blue Cross Laboratories Pvt. Ltd.,A-12, MIDC, Nashik - 422010,Maharashtra",CDSCO Labs,"CDL, Kolkata",TC2439,10/1/2024,3/1/2027,May-2026,https://cdsco.gov.in/opencms/opencms/en/Notifications/nsq-drugs/
Absorbent Cotton Wool IP,The sample does not conform to I.P. with respect to fluorescence and water soluble substances,"Selemp Pharma Enterprises,21-22, 23-4B/273 To 277, 4th Floor, Vasavi Pharma Market Complex, Gollapudi, Vijayawada 521225, Andhra Pradesh",CDSCO Labs,"CDL, Kolkata",COT100-08-2K25-11,11/1/2025,10/1/2028,May-2026,https://cdsco.gov.in/opencms/opencms/en/Notifications/nsq-drugs/
Teneligliptin & Metformin Hydrochloride Extended Release tablets IP,The sample does not conform to I.P. with respect to the Dissolution and Assay of Teneligliptin,"Rivpra Formulation Pvt. Ltd.,Plot No.8, Sector-6A, I.I.E. SIDCUL, Haridwar-249 403 (U.K.)",CDSCO Labs,"CDL, Kolkata",T-2503098,3/1/2025,2/1/2027,May-2026,https://cdsco.gov.in/opencms/opencms/en/Notifications/nsq-drugs/
Propylene Glycol IP,"The sample does not conform to I.P. with respect to the test for ""Water""","Manali Petrochemicals Ltd,Plant II, Sathangadu Village, Manali, Chennai 600068",CDSCO Labs,"CDL, Kolkata",PG-IP/2024-25/2158,7/1/2024,6/1/2029,May-2026,https://cdsco.gov.in/opencms/opencms/en/Notifications/nsq-drugs/
"Ambroxol, Terbutaline Guaiphenesin with Menthol Syrup","The sample does not conform to Manufacturer's Specification with respect to Assay of Ambroxol Hydrochloride, Guaiphenesin, and Terbutaline Sulphate","ASPO PHARMACEUTICALS LLP,Plot No 10, HIMUDA Industrial Area, Phase IV, Bhatoli Kalan, Baddi, Disttt. Solan (HP)-173205",CDSCO Labs,"CDL, Kolkata",AL24-0611A,12/1/2024,11/1/2026,May-2026,https://cdsco.gov.in/opencms/opencms/en/Notifications/nsq-drugs/
Iron Sucrose Injection USP,The sample does not conform to U.S.P with respect to test for 'pH' and 'Alkalinity',"Marc Laboratories Ltd. Unit-III,Plot No. 107 & 112, H.P.S.I.D.C., Baddi, Distt. Solan (H.P.)",CDSCO Labs,"CDL, Kolkata",MFS-122,11/1/2025,10/1/2027,May-2026,https://cdsco.gov.in/opencms/opencms/en/Notifications/nsq-drugs/
Ceftriaxone Injection I.P.,"The sample does not conform to I.P with respect to the tests of Appearance of solution, Clarity of Solution and Particulate Matter","Macleods Pharmaceuticals Ltd,Khasra No. 21 ,22,66,67 & 68, Aho-Yangtam, Namchepung, PO: Ranipool, Sikkim - 737135.",CDSCO Labs,"CDL, Kolkata",18251528A,4/1/2025,3/1/2027,May-2026,https://cdsco.gov.in/opencms/opencms/en/Notifications/nsq-drugs/
"Ampicillin & Cloxacillin Capsules, Mediclox- Plus (as per Front Side of The sample strips), Betamox Plus (as per back side of The sample strips) and Amoxycillin, Cloxacillin & Lactic Acid Bacillus Capsules (As per Form 18)","The sample does not conform to claim with respect to Identification and Assay of Ampicillin. The sample is found to contain 246.8 mg Amoxycillin per capsule however, there is no label claim for Amoxycillin in The sample. The sample is deemed to be misbranded drug vide Section 17 of Drugs and Cosmetics Act 1940 and Rule thereunder.","Laborate Pharmaceuticals India Ltd.,(Unit II) 31, Rajban Road, Nariwala, Paonta Sahib (H.P.)",CDSCO Labs,"CDL, Kolkata",PBEAL001,2/1/2025,1/1/2027,May-2026,https://cdsco.gov.in/opencms/opencms/en/Notifications/nsq-drugs/
Dextromethorphan Hydrobromide Chlorpheniramine Maleate Bromohexine Hydrobromide Syrup,"The sample does not conform to claim as per Schedule V, Drugs & Cosmetics Rules 1945 with respect to Assay of Dextromethorphan Hydrobromide, and Chlorpheniramine Maleate.","Biva Biotech,R.O-Uma Complex, R. K. Nagar-20 A.0-Kanaulus Taluka Lalpur, Dist-Jamnagar, GUJRAT-361280",CDSCO Labs,"CDL, Kolkata",AR651,1/1/2026,12/1/2027,May-2026,https://cdsco.gov.in/opencms/opencms/en/Notifications/nsq-drugs/
